name,classification,category,source,scope,url,NP_selflessness,NP_integrity,NP_objectivity,NP_accountability,NP_openness,NP_honesty,NP_leadership,NP_all,notes,url_source,code_url,code_name,match,level,adopts_7,principles_count_mentioned,NP_score,nolan_inconsistency,confidence,human_review,scraped_date







Sapperton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sappertonparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://sappertonparishcouncil.gov.uk/wp-content/uploads/2023/08/CODE-OF-CONDUCT-SFMPC-Without-Signature-Panel.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
Saredon Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.saredonparishcouncil.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Reedness Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://reednessparishcouncil.co.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Sarnesfield Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




"Reeth, Fremington and Healaugh Parish Council",Local government,Parish Council ,FOIA | ONS,IS ,https://www.scottswright.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09






Sarre Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,






Remenham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.remenhamparish.org.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.remenhamparish.org.uk/app/download/34468504/Code_of_Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09

Satley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.satleyparishcouncil.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Satterthwaite Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://satterthwaitepc.org.uk/council.html,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Saundby Parish Council,,Parish Council ,FOIA | ONA,IS,https://saundby.parish.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09





Rendlesham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rendleshampc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09







Renhold Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.renhold-pc.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://renhold-pc.gov.uk/wp-content/uploads/simple-file-list/Policies/Rpc-Councillor-Code-Of-Conduct-June-2024.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09



Rennington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.renningtonandrockpc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Sausthorpe Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Savernake Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.savernake-pc.org/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.savernake-pc.org/Media/Council Documents/Policies/SPC Policy - Code of Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09

















Repton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.repton-pc.gov.uk,N,N,Y,N,N,N,N,No,,,https://www.repton-pc.gov.uk/data/minutes/2017/8.July10thMINUTES2017.pdf,July,code of conduct,individual,No,,1,No,Medium,No,2026-09-09












































Sawbridgeworth Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Sawley Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.grantleyandsawley-pc.gov.uk/community/grantley-and-sawley-parish-council-19849/contact/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Revesby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.revesbyestate.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09





Saxby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Saxlingham Nethergate Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://saxlinghampc.wixsite.com/saxlinghampc,N,N,N,N,N,N,N,No,,found_via_name_search,https://saxlinghampc.wixsite.com/saxlinghampc/councillors,Saxlingham Nethergate Parish Council | Councillors,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Saxmundham Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,











Saxondale Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.uppersaxondale.com/,N,N,N,N,Y,N,N,No,,found_via_name_search,https://www.uppersaxondale.com/s/No-0-Upper-Saxondale-PC-Agenda.pdf,agenda,code of conduct; code of practice,individual,No,,1,No,Medium,No,2026-09-09



Saxtead Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://saxtead-pc.gov.uk/parish-council/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://saxtead-pc.gov.uk/assets/Policies-and-Procedures/LGA-Model-Councillor-Code-of-Conduct.pdf,LGA Model Councillor Code of Conduct 2025,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09


Saxton with Scarthingwell Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,






Ribby-with-Wrea Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ribbywithwreaparishcouncil.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Ribchester Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ribchesterparishcouncil.org.uk,N,N,N,Y,N,N,N,No,,,https://www.ribchesterparishcouncil.org.uk/other-documents/,Other Documents | Ribchester Parish Council,code of conduct,individual,No,,1,No,Medium,No,2026-09-09



Scackleton Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Riccall Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.riccallparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scaftworth Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




"Richard's Castle Parish Council, Herefordshire",Local government,Parish Council ,FOIA | ONS,IS ,http://hereford.richardscastlepc.org.uk/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scagglethorpe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scagglethorpe-pc.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scaldwell Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scaldwellparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.scaldwellparishcouncil.gov.uk/policies-and-council-documents,Scaldwell Parish Council | Policies and Council Documents,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Scamblesby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Scampston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


Scampton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scampton.parish.lincolnshire.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Ridge Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.canonburyantiques.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scarcliffe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://www.scarcliffeparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,http://www.scarcliffeparishcouncil.gov.uk/_UserFiles/Files/_Agendas/199406-Agenda_1_8th_2026.pdf,Agenda,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Scargill Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Scarisbrick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scarisbrickparish.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.scarisbrickparish.gov.uk/other-documents/,Other Documents | Scarisbrick Parish Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09
Ridlington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ridlingtonparishcouncil.org,N,N,N,Y,N,N,N,No,,,https://www.ridlingtonparishcouncil.org/wp-content/uploads/2021/09/RPC-risk-assessment-FEB-2020-Summary.pdf,Clicking here…,code of conduct,individual,No,,1,No,Medium,No,2026-09-09
Rievaulx Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.aelred.demon.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Scarning Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scarning-pc.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://www.scarning-pc.gov.uk/_files/ugd/209e43_7cd5d30b45174178af911d56a142d9fc.pdf,Minutes,code of conduct; standards of conduct,individual,Yes,,1,Yes,Medium,Yes,2026-09-09





Scarrington Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,
Rimington and Middop Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rimington.org.uk,N,N,N,N,N,N,N,No,,,https://www.rimington.org.uk/images/20.10.21.pdf,Minutes of meeting 20 October 2021,code of conduct,individual,No,,0,No,Low,Yes,2026-09-09

Scawby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scawbyparishcouncil.co.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://scawbyparishcouncil.co.uk/pdfs/Town%20and%20Parishes%20Code%20of%20Conduct%20Jan%202022%20-%20Scawby.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09








Ringland Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ringlandparishcouncil.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09






Scopwick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scopwick.parish.lincolnshire.gov.uk/privacy,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09
"Scorton Parish Council, North Yorkshire",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Scosthrop Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

"Ringstead Parish Council, North Northamptonshire",Local government,Parish Council ,FOIA | ONS,IS ,https://www.ringsteadpc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Scotforth Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Scothern Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scothern.parish.lincolnshire.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09



Ringwould with Kingsdown Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ringwouldwithkingsdown-pc.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09




"Ripley Parish Council, Surrey",Local government,Parish Council ,FOIA | ONS,IS ,https://www.ripleyparishcouncil.gov.uk,N,Y,N,N,N,N,N,No,,,https://ripleyparishcouncil.gov.uk/wp-content/uploads/simple-file-list/Policies/Media-Press-and-Public-Communications-Policy.pdf,Media-Press-and-Public-Communications-Policy.pdf,code of conduct,individual,No,,1,No,Medium,No,2026-09-09


Ripple Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rippleparish.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

"Ripple Parish Council, Kent",Local government,Parish Council ,FOIA | ONS,IS ,https://www.rippleparishcouncil.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

"Ripple Parish Council, Malvern Hills",Local government,Parish Council ,FOIA | ONS,IS ,https://www.rpcworcs.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Ripponden Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rippondenparishcouncil.gov.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,https://www.rippondenparishcouncil.gov.uk/wp-content/uploads/sites/116/2024/11/Code-of-Conduct-for-Members.pdf,code of conduct,code of conduct,individual,No,,7,No,High,No,2026-09-09
















Scotton (Central Richmondshire) Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Scottow Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scottowparishcouncil.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Risley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.risleywithhopwellparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scoulton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scoultonpc.wixsite.com/home,N,N,N,N,N,N,N,No,,found_via_name_search,https://scoultonpc.wixsite.com/home/counsillor-information,Councillor Information | home,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

River Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.riverparishcouncil.org.uk,Y,Y,Y,Y,Y,Y,Y,Yes,,,http://riverparishcouncil.org.uk/wp-content/uploads/2017/08/RPC_Code-of-Conduct.pdf,code of conduct,code of conduct; code of practice,individual,No,,7,No,High,No,2026-09-09
Riverhead Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.riverheadparishcouncil.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scrayingham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scrayinghamparishcouncil.org.uk/,N,N,N,Y,Y,N,N,No,,found_via_name_search,https://www.scrayinghamparishcouncil.org.uk/documents,Documents | Scrayingham Parish Council,code of conduct,individual,No,,2,No,Medium,No,2026-09-09

Scredington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://scredington.parish.lincolnshire.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Roade Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.roadeparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://www.roadeparishcouncil.gov.uk/wp-content/uploads/sites/115/2025/05/CCTV-.pdf,CCTV Policy,code of conduct; code of practice,individual,No,,0,No,Medium,No,2026-09-09
Screveton Parish Council,,Parish Council ,FOIA | ONA,IS,https://screveton.parish.uk/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Scrivelsby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Scriven Parish Council,,Parish Council ,FOIA | ONA,IS,http://www.scriven-pc.co.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.scriven-pc.co.uk/uploads/2/1/5/5/21553676/scriven_pc_code_of_conduct_2012_2.pdf,code of conduct,code of conduct,individual,Yes,,7,No,High,No,2026-09-09






Rochester and Byrness Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.parish-council.com/rochesterwithbyrness,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Scrooby Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scrooby.net/parish-council,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09


Scruton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.scruton.net/parish-council/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

"Rochford Parish Council, Rochford",Local government,Parish Council ,FOIA | ONS,IS ,https://www.rochfordparishcouncil.gov.uk,N,N,N,N,N,N,N,No,,,https://www.rochfordparishcouncil.gov.uk/about-us/,About Us - Rochford Town Council,code of conduct,individual,No,,0,No,Medium,No,2026-09-09


Sculthorpe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sculthorpevillage.wordpress.com/contact-us/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Sea Palling Parish Council,,Parish Council ,FOIA | ONA,IS,https://seapallingpc.norfolkparishes.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,http://seapallingpc.norfolkparishes.gov.uk/wp-content/uploads/2026/03/Item-7a-Youth-Council-Terms-of-Reference-and-Code-of-Conduct.pdf,code of conduct,code of conduct,individual,No,,1,No,Medium,No,2026-09-09



Seaborough Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Rockcliffe Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.carlisle.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Seal Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sealparish.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,http://sealparish.gov.uk/wp-content/uploads/2026/01/2026-01-02-Agenda.pdf,Agenda,code of conduct,individual,No,,0,No,Medium,No,2026-09-09







Seale and Sands Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sealeandsands-pc.gov.uk/news,N,Y,N,Y,N,N,N,No,,found_via_name_search,https://sealeandsands-pc.gov.uk/s/Draft-SSPC-Disciplinary-Policy.pdf,Item 5a,code of conduct; code of practice,individual,No,,2,No,Medium,No,2026-09-09
Rockland St Mary Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rocklandstmarywithhellington-pc.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09



Seamer and Ayton (Hambleton) Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,


Searby cum Owmby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,





Rodborough Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rodborough.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Seascale Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

Seaton Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://seatonparishcouncil.gov.uk/,N,N,N,Y,N,N,N,No,,found_via_name_search,https://seatonparishcouncil.gov.uk/pdfs/minutes/2015/minutes_180515.pdf,"May 19th, 2015",code of conduct,individual,No,,1,No,Medium,No,2026-09-09


"Seaton Parish Council, East Riding",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,




















































"Seaton Parish Council, Rutland",Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Seaton with Slingley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://seatonwithslingleyparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://seatonwithslingleyparishcouncil.gov.uk/wp-content/uploads/2022/02/Member-Code-of-Conduct-2021-1.pdf,code of conduct,code of conduct; code of practice,individual,No,,7,No,High,No,2026-09-09



Rodmersham Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.rodmershampc.org/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09


Seavington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://seavingtonparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://seavingtonparishcouncil.gov.uk/wp-content/uploads/2026/05/Code-of-Conduct-1.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09
Seavington St Mary Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,



Seavington St Michael Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,

Seckington Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,




Sedgeberrow Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sedgeberrowpc.org.uk/council-business/the-parish-council,N,N,N,Y,N,N,N,No,,found_via_name_search,https://sedgeberrowpc.org.uk/wp-content/uploads/2026/07/Sedge-Minutes-MAY-2026-1.pdf,Download,code of conduct,individual,No,,1,No,Medium,No,2026-09-09




































Sedgebrook Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://sedgebrook.parish.lincolnshire.gov.uk/,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09




Sedgeford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,




Sedgehill and Semley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,
Rolleston Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.timharriesandpartners.co.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Sedgwick Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.sedgwickparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.sedgwickparishcouncil.gov.uk/storage/163/a0cfb976-bc0d-4741-9edb-29daf31b5a0e/sedgwick_parish_council_code_of_conduct_2026.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09



Seer Green Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.seergreenparishcouncil.gov.uk/,Y,Y,Y,Y,Y,Y,Y,Yes,,found_via_name_search,https://www.seergreenparishcouncil.gov.uk/_UserFiles/Files/Policies/2025%20Oct%20-%20Seer%20Green%20Code%20of%20Conduct.pdf,code of conduct,code of conduct,individual,Yes,7,7,No,High,No,2026-09-09




Romaldkirk Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.romaldkirkparishcouncil.org,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Seething Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,














Romansleigh Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.suesquire.com,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09







Romsey Extra Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.romseyextra-pc.org.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09
Sefton Parish Council,,Parish Council ,FOIA | ONA,IS,https://www.sefton.gov.uk/media/2113/lydiate-consultation-statement.pdf,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09

Seighford Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.seighfordparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://www.seighfordparishcouncil.gov.uk/wp-content/uploads/2026/07/SPC-agenda-extra-meeting-Aug-26.pdf,SPC - agenda - extra meeting - Aug 26,code of conduct,individual,No,,0,No,Medium,No,2026-09-09

Selby Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,







Selmeston Parish Council,,Parish Council ,FOIA | ONA,IS,,,,,,,,,,,,,,,,,,,,,,


Selwood Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://selwoodparishcouncil.gov.uk/,N,N,N,N,N,N,N,No,,found_via_name_search,https://selwoodparishcouncil.gov.uk/wp-content/uploads/2026/05/NOTICE_May_APCM_26_SPC-2.pdf,Download,code of conduct,individual,No,,0,No,Medium,No,2026-09-09



Selworthy and Minehead Without Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,



Semington Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://semingtonparish.gov.uk/parish-council,N,N,N,Y,N,N,N,No,,found_via_name_search,https://semingtonparish.gov.uk/wp-content/uploads/2026/09/Agenda-16.09.2026-2.pdf,Download,code of conduct,individual,No,,1,No,Medium,No,2026-09-09

Roos Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,http://roosparish.info/,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Rope Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.ropeparishcouncil.org.uk,N,N,N,N,N,N,N,No,,,https://www.ropeparishcouncil.org.uk/uploads/4/2/1/4/4214373/mins_20th_january_2020.pdf,mins_20th_january_2020.pdf,code of conduct,individual,No,,0,No,Medium,No,2026-09-09










Seneley Green Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://seneleygreenparishcouncil.gov.uk/?post_type=tribe_events,not located,not located,not located,not located,not located,not located,not located,No,,found_via_name_search,,,,individual,No,,0,No,Low,Yes,2026-09-09













Ropley Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,https://www.parish.hants.gov.uk,not located,not located,not located,not located,not located,not located,not located,No,,,,,,individual,No,,0,No,Low,Yes,2026-09-09

Sennen Parish Council,Local government,Parish Council ,FOIA | ONS,IS ,,,,,,,,,,,,,,,,,,,,,,

